9.999999999000003627e-11 3.333331183068535264e-01 -2.150263775432721559e+03
1.015739715182600892e-10 3.333331149223995316e-01 -2.150263831115593803e+03
1.031742336067322731e-10 3.333331114814140350e-01 -2.150263612978528727e+03
1.047993903051809193e-10 3.333331079868986357e-01 -2.150263662229753663e+03
1.064494391291558749e-10 3.333331044388585518e-01 -2.150263649909440119e+03
1.081274388831187273e-10 3.333331008307165999e-01 -2.150263600596993456e+03
1.098288294366782352e-10 3.333330971722786029e-01 -2.150263520902823075e+03
1.115613946177714045e-10 3.333330934468065609e-01 -2.150263574774010522e+03
1.133157263573565301e-10 3.333330896745311245e-01 -2.150263637560630286e+03
1.151031225722557498e-10 3.333330858311583933e-01 -2.150263349765405110e+03
1.169135577062895538e-10 3.333330819382459009e-01 -2.150263487332694240e+03
1.187565521881218469e-10 3.333330779753223005e-01 -2.150263356283357098e+03
1.206258585070422521e-10 3.333330739558214018e-01 -2.150263287610442603e+03
1.225261817425274671e-10 3.333330698696260197e-01 -2.150263374195234974e+03
1.244562770233691629e-10 3.333330657194129576e-01 -2.150263293350401909e+03
1.264157234128916821e-10 3.333330615060873248e-01 -2.150263263731437291e+03
1.284085771562570527e-10 3.333330572209271536e-01 -2.150263102094867918e+03
1.304289938164070658e-10 3.333330528764997247e-01 -2.150263262025999211e+03
1.324866494489193168e-10 3.333330484519986814e-01 -2.150263094809924951e+03
1.345699345991555146e-10 3.333330439723874439e-01 -2.150263068951698642e+03
1.366924820244377263e-10 3.333330394083522941e-01 -2.150263035741471867e+03
1.388426173067254089e-10 3.333330347849958186e-01 -2.150262927537043652e+03
1.410311890424497826e-10 3.333330300789910106e-01 -2.150262977329281966e+03
1.432512441476544443e-10 3.333330253052888548e-01 -2.150263055008454103e+03
1.455078970908202351e-10 3.333330204528919261e-01 -2.150262654386192025e+03
1.478001421157304912e-10 3.333330155239626058e-01 -2.150262804065063392e+03
1.501270042112967010e-10 3.333330105205977723e-01 -2.150262798937449134e+03
1.524937898229379948e-10 3.333330054313867752e-01 -2.150262746164093187e+03
1.548930496617180623e-10 3.333330002723478569e-01 -2.150262579649414420e+03
1.573367958182309717e-10 3.333329950176517342e-01 -2.150262614988650512e+03
1.598107186122687782e-10 3.333329896980682938e-01 -2.150262510745428244e+03
1.623312615390132672e-10 3.333329842782392083e-01 -2.150262568536827075e+03
1.648848385775653092e-10 3.333329787873782757e-01 -2.150262394261750615e+03
1.674837836497108660e-10 3.333329731989642664e-01 -2.150262467063801523e+03
1.701204006846812273e-10 3.333329675295461092e-01 -2.150262315831636442e+03
1.728001930630568719e-10 3.333329617672893264e-01 -2.150262362852490241e+03
1.755225473457427377e-10 3.333329559135137510e-01 -2.150262218141568610e+03
1.782857166366409231e-10 3.333329499719751565e-01 -2.150262159248289208e+03
1.810965946473403661e-10 3.333329439278507333e-01 -2.150262127499218877e+03
1.839457375742623176e-10 3.333329378014466271e-01 -2.150262072189074843e+03
1.868480145299916632e-10 3.333329315607906906e-01 -2.150262006222094442e+03
1.897858214173729089e-10 3.333329252437361445e-01 -2.150261988053286132e+03
1.927789892524170947e-10 3.333329188076413208e-01 -2.150261845676263874e+03
1.958117096960176505e-10 3.333329122864983063e-01 -2.150261867608871398e+03
1.988979787798743491e-10 3.333329056502116750e-01 -2.150261740628627649e+03
2.020293157369008002e-10 3.333328989170178391e-01 -2.150261716765183337e+03
2.052115950358188379e-10 3.333328920742845702e-01 -2.150261635151784958e+03
2.084447602339595715e-10 3.333328851221336597e-01 -2.150261600537715367e+03
2.117260477744361658e-10 3.333328780665073543e-01 -2.150261395490993436e+03
2.150643438384257046e-10 3.333328708882979385e-01 -2.150261511881299157e+03
2.184477301913558276e-10 3.333328636131328016e-01 -2.150261315028052650e+03
2.218945759003636920e-10 3.333328562015138719e-01 -2.150261267676651187e+03
2.253832527854127136e-10 3.333328486999471707e-01 -2.150261250693126385e+03
2.289376598656358119e-10 3.333328410570436939e-01 -2.150261143418017127e+03
2.325394268806851076e-10 3.333328333123040665e-01 -2.150261019939458038e+03
2.362043952204292673e-10 3.333328254316653139e-01 -2.150261059685871260e+03
2.399232872475755979e-10 3.333328174350770334e-01 -2.150260962057513098e+03
2.437022696959339137e-10 3.333328093092788325e-01 -2.150260805844562128e+03
2.475420927683135269e-10 3.333328010526578344e-01 -2.150260727251274147e+03
2.514386489365114599e-10 3.333327926740461411e-01 -2.150260746577668215e+03
2.554033289153444433e-10 3.333327841489507892e-01 -2.150260587762188607e+03
2.594211337120777798e-10 3.333327755096235911e-01 -2.150260536536179643e+03
2.635147041982331402e-10 3.333327667073808787e-01 -2.150260397144108538e+03
2.676575644169311327e-10 3.333327577991525015e-01 -2.150260391077417353e+03
2.718784547433755278e-10 3.333327487231397268e-01 -2.150260260236315389e+03
2.761560389556002023e-10 3.333327395252203007e-01 -2.150260173734451655e+03
2.805082212900725660e-10 3.333327301668960740e-01 -2.150260094602295794e+03
2.849249086326217350e-10 3.333327206698699641e-01 -2.150259987571613237e+03
2.894124843446817650e-10 3.333327110204155064e-01 -2.150259925662908245e+03
2.939727947244765924e-10 3.333327012145631540e-01 -2.150259836440885920e+03
2.985999908129536640e-10 3.333326912648894025e-01 -2.150259729268660521e+03
3.033085868293831961e-10 3.333326811401853274e-01 -2.150259645470023315e+03
3.080797645313301900e-10 3.333326708809147276e-01 -2.150259485961144037e+03
3.129409125458553654e-10 3.333326604281852679e-01 -2.150259444505889860e+03
3.178611213923009996e-10 3.333326498484600608e-01 -2.150259308599253018e+03
3.228734610174278101e-10 3.333326390706302100e-01 -2.150259232191091542e+03
3.279536752728512354e-10 3.333326281468530494e-01 -2.150259144133965947e+03
3.331219308273608846e-10 3.333326170337645444e-01 -2.150259000199436286e+03
3.383673448546782241e-10 3.333326057547661425e-01 -2.150258934818989928e+03
3.436963806902084636e-10 3.333325942959594612e-01 -2.150258808235276319e+03
3.491123646968440815e-10 3.333325826501926104e-01 -2.150258709474974239e+03
3.546072043574169803e-10 3.333325708348661154e-01 -2.150258568003914206e+03
3.601992995444754016e-10 3.333325588104156800e-01 -2.150258458592740681e+03
3.658651157915295966e-10 3.333325466274467686e-01 -2.150258360639577404e+03
3.716377656075438855e-10 3.333325342147585024e-01 -2.150258215068684876e+03
3.774811869852481822e-10 3.333325216498939647e-01 -2.150258177757482372e+03
3.834333819073722520e-10 3.333325088511390200e-01 -2.150257924952908979e+03
3.894668226914880318e-10 3.333324958776850977e-01 -2.150257934927277347e+03
3.956041699037809288e-10 3.333324826808064523e-01 -2.150257675050064336e+03
4.018338108587168337e-10 3.333324692854729432e-01 -2.150257663989438697e+03
4.081620880319800232e-10 3.333324556780472014e-01 -2.150257467173434634e+03
4.145943031679753819e-10 3.333324418471287909e-01 -2.150257355185286087e+03
4.211194743209667917e-10 3.333324278163321552e-01 -2.150257187100516603e+03
4.277608451772285850e-10 3.333324135356768858e-01 -2.150257118440820250e+03
4.344890603271903257e-10 3.333323990682849902e-01 -2.150256931173109933e+03
4.413441276597949891e-10 3.333323843281293941e-01 -2.150256803249315908e+03
4.482839795117329384e-10 3.333323694056661846e-01 -2.150256677731304080e+03
4.553522585534200007e-10 3.333323542070523726e-01 -2.150256525019406126e+03
4.625177902259989782e-10 3.333323387993218923e-01 -2.150256366998594785e+03
4.698059420782773947e-10 3.333323231279273768e-01 -2.150256244900917409e+03
4.772044876459955684e-10 3.333323072191592962e-01 -2.150256029645254330e+03
4.847193723427941216e-10 3.333322910602333766e-01 -2.150255967893484012e+03
4.923585010549007274e-10 3.333322746341522147e-01 -2.150255785679314158e+03
5.001072016592399152e-10 3.333322579724647405e-01 -2.150255559194960824e+03
5.079947293673259440e-10 3.333322410122646073e-01 -2.150255455785385038e+03
5.159845465493434002e-10 3.333322238321173026e-01 -2.150255307711026944e+03
5.241249954825928501e-10 3.333322063280747538e-01 -2.150255083625593215e+03
5.323670108359671434e-10 3.333321886056396233e-01 -2.150255022877029660e+03
5.407606528048522068e-10 3.333321705571701821e-01 -2.150254741965558878e+03
5.492706956865555666e-10 3.333321522584106189e-01 -2.150254556884333397e+03
5.579254373677254956e-10 3.333321336485132735e-01 -2.150254469121762668e+03
5.667122108690441424e-10 3.333321147547154695e-01 -2.150254249308872204e+03
5.756362058933695781e-10 3.333320955658579110e-01 -2.150254063240846790e+03
5.847087041833514242e-10 3.333320760576825581e-01 -2.150253873808112985e+03
5.939103596911296431e-10 3.333320562717878577e-01 -2.150253708172388087e+03
6.032778644775849965e-10 3.333320361292770317e-01 -2.150253524910340275e+03
6.127658537940498556e-10 3.333320157276956075e-01 -2.150253271397579283e+03
6.224326999756048128e-10 3.333319949415284311e-01 -2.150253123399735159e+03
6.322212153946200037e-10 3.333319738937437493e-01 -2.150252924848310158e+03
6.421887367949423096e-10 3.333319524610529605e-01 -2.150252681052709249e+03
6.522955646958908778e-10 3.333319307288199473e-01 -2.150252521067071939e+03
6.625731443818101548e-10 3.333319086294294631e-01 -2.150252296055618444e+03
