9.999999999000007505e-11 3.333330987746432328e-01 -2.345472106008350238e+03
1.015754243639043664e-10 3.333330950793512160e-01 -2.344881130385254892e+03
1.031756657681716393e-10 3.333330913258486516e-01 -2.346207734577707470e+03
1.048011196829834209e-10 3.333330875132081705e-01 -2.344966373935259980e+03
1.064521832643182282e-10 3.333330836404980180e-01 -2.345408798791144818e+03
1.081292544573366204e-10 3.333330797067849960e-01 -2.345948565392091496e+03
1.098327492251321454e-10 3.333330757110933296e-01 -2.346629280775587176e+03
1.115630790114106729e-10 3.333330716524579018e-01 -2.345828784250978060e+03
1.133206711193765175e-10 3.333330675298765700e-01 -2.345376969892382476e+03
1.151059511020521536e-10 3.333330633423508549e-01 -2.345347212629243131e+03
1.169193570200946782e-10 3.333330590888536893e-01 -2.346958228874265387e+03
1.187613337780157880e-10 3.333330547683413525e-01 -2.346249056005900911e+03
1.206323262558671386e-10 3.333330503797701794e-01 -2.345017931000686076e+03
1.225327990514344614e-10 3.333330459220505415e-01 -2.345101727891203154e+03
1.244632088746349751e-10 3.333330413941112402e-01 -2.345081529170074646e+03
1.264240301537517065e-10 3.333330367948394990e-01 -2.345253794671782543e+03
1.284157441071211104e-10 3.333330321231062765e-01 -2.346263222925758782e+03
1.304388376001319274e-10 3.333330273777699304e-01 -2.344851681107233162e+03
1.324938001512882280e-10 3.333330225576822681e-01 -2.345185383164703126e+03
1.345811408245828012e-10 3.333330176616491336e-01 -2.344973947426504765e+03
1.367013618274500481e-10 3.333330126884924138e-01 -2.346256728712708082e+03
1.388549894435675595e-10 3.333330076369779293e-01 -2.343645268383818802e+03
1.410425415291941977e-10 3.333330025058909296e-01 -2.347216340954798852e+03
1.432645625343637050e-10 3.333329972939542696e-01 -2.344461984878967542e+03
1.455215833476733896e-10 3.333329919999230562e-01 -2.344417216100747282e+03
1.478141669142553749e-10 3.333329866224762905e-01 -2.344830249169430317e+03
1.501428663698112276e-10 3.333329811603170101e-01 -2.345725996746521105e+03
